filename,blur,brightness,contrast,resolution,set
28_04.jpg,160.6360194740117,112.34765681326604,64.76277636507224,27740,query
29_01.jpg,276.1036341936639,69.37359810382704,65.86926737098047,34596,query
30_00.jpg,104.29739647718813,108.22417774273485,68.55936826447905,35512,query
31_06.jpg,121.24015085813286,104.24155844155844,66.04232029362484,30030,query
32_01.jpg,120.24972316089662,67.62487074186782,58.00203090484386,33847,query
33_04.jpg,113.45069790497847,108.91353474112096,70.00899067083739,29029,query
34_00.jpg,124.36329021976506,119.34835752482812,68.61661814310389,34034,query
35_06.jpg,158.8456930381903,121.03148390718563,68.28009998015173,21376,query
36_03.jpg,222.96785374950534,64.41184210526316,44.78405045944389,26600,query
37_07.jpg,122.02514252585529,68.81385560675884,62.04474208185354,32550,query
38_01.jpg,244.58817971499755,50.30680628272251,53.9012042411957,36290,query
39_04.jpg,168.77301663159,82.56166910013064,63.46135607429798,26026,query
40_00.jpg,296.2340187810559,79.13663453565506,69.09646090180436,38592,query
41_06.jpg,327.908193767206,70.82653399668325,54.84214124931096,24120,query
